race,rent_monthly,monthly_income_gross,income_verified,income_stability,savings_buffer_months,guarantor_available,verified_rental_debt_flag,credit_score,rent_history_reported,rent_on_time_rate_12m,rent_late_or_nsf_count_12m,utility_on_time_rate_12m,approved
White,1801.6,3825.21,0,0.6557,3.89,1,0,680,0,,,,1
Other,1149.37,4561.74,1,0.776,1.12,0,1,610,1,0.8465,1.0,0.9158,1
Asian,2485.53,7730.13,1,0.7261,1.82,0,0,621,1,0.8405,1.0,0.8931,1
White,3063.54,7183.1,0,0.8192,1.59,1,0,625,1,0.8889,2.0,0.9214,1
White,1786.54,3590.69,0,0.5224,0.86,1,0,634,0,,,0.8932,1
White,2357.09,4952.63,1,0.7518,1.12,0,0,633,1,0.9798,5.0,0.846,1
Asian,2470.49,5583.92,1,0.8397,0.9,0,1,685,1,0.9315,0.0,,1
Indigenous,1256.75,4353.57,1,0.8711,2.55,0,0,632,0,,,0.8769,1
White,4468.56,11868.51,1,0.6333,1.54,0,0,664,0,,,0.9715,1
White,1984.18,5643.14,1,0.715,1.36,0,0,672,1,0.9465,0.0,,1
Asian,1869.04,5088.71,0,0.8552,2.36,1,0,614,1,0.93,1.0,0.8608,1
White,2441.17,7888.9,1,0.6852,2.4,0,0,664,0,,,0.8913,1
Asian,1192.04,4576.04,1,0.9829,3.77,1,0,630,1,0.8398,0.0,0.9305,1
White,2078.58,7398.36,1,0.7152,0.33,0,0,653,1,0.9274,1.0,,1
Asian,1247.08,2900.7,0,0.7026,3.3,0,0,672,0,,,0.8614,1
Other,1175.3,4436.56,1,0.8581,0.82,0,0,683,1,0.9302,1.0,0.9248,1
White,2962.2,7506.98,1,0.8829,2.25,1,0,668,1,0.9647,0.0,,1
White,3784.48,9009.03,1,0.8188,0.77,0,0,733,1,0.9862,0.0,,1
White,1694.6,3966.98,1,0.8647,2.76,1,0,683,0,,,,1
Asian,1330.8,3808.45,1,0.8051,1.19,0,0,598,0,,,0.8721,1
White,1985.73,6342.45,1,0.6954,2.5,1,0,582,1,0.9456,0.0,,1
Other,2000.41,4181.19,1,0.8926,1.05,0,0,670,1,0.9379,1.0,0.9187,1
Asian,1712.27,4733.46,1,0.6136,0.44,0,0,638,0,,,0.8909,1
White,2331.03,7066.75,1,0.9424,1.07,1,0,695,1,0.9099,1.0,,1
Indigenous,1724.81,4298.31,1,0.3983,2.4,0,0,694,0,,,0.938,1
White,650.0,2613.68,1,0.7942,1.51,1,0,726,1,0.9395,1.0,,1
Indigenous,1128.05,3297.88,1,0.8559,2.98,0,0,717,1,0.9156,3.0,0.9554,1
White,1457.2,5218.15,1,0.8209,1.67,0,0,650,1,0.9675,0.0,,1
Asian,650.0,2708.68,1,0.9429,2.17,0,0,739,1,0.9658,0.0,,1
Other,1487.51,4686.34,1,0.9447,0.52,1,0,614,1,0.8953,0.0,,1
Indigenous,1460.39,3194.48,0,0.8956,2.41,0,0,591,1,0.9879,1.0,0.973,1
Black,3131.04,9231.65,1,0.9092,3.2,0,0,617,1,0.8936,1.0,0.9931,1
White,4263.37,11094.6,1,0.9069,0.32,1,0,671,1,0.9223,1.0,,1
Indigenous,1458.65,3590.49,0,0.9513,0.65,0,0,665,1,0.8453,1.0,,0
Asian,2526.34,5688.94,1,0.6248,5.31,0,0,630,0,,,,1
Asian,924.09,3715.52,0,0.8266,2.11,1,0,670,1,0.9476,1.0,0.9161,1
White,1838.35,4666.45,0,0.6976,1.54,0,0,658,1,0.85,1.0,0.9992,1
White,2788.7,9775.44,1,0.6193,1.39,0,0,670,1,0.934,1.0,0.9038,1
Asian,1895.89,4416.37,1,0.6284,0.14,1,0,633,1,0.8943,0.0,,1
White,1714.68,4704.62,0,0.9261,2.74,0,0,649,0,,,0.969,1
Asian,1413.11,3738.83,1,0.7254,1.47,0,0,697,0,,,0.9483,1
Black,2406.7,7766.54,1,0.9444,1.9,0,0,670,1,0.9151,0.0,0.6582,1
Other,650.0,1659.5,1,0.8015,3.22,0,0,636,1,0.9456,0.0,,1
White,1148.7,4453.45,1,0.7649,1.66,1,0,726,1,0.9536,2.0,,1
Other,1468.53,5117.15,0,0.9275,3.62,1,0,658,1,0.909,2.0,0.8965,1
White,1428.06,4125.89,1,0.9356,0.45,0,0,641,1,0.8834,2.0,0.9259,1
White,2442.51,7035.01,1,0.6149,2.31,0,0,743,1,0.9618,0.0,0.905,1
Black,3360.21,7919.82,1,0.7912,1.22,0,0,616,0,,,0.8148,1
White,1210.22,3172.26,1,0.7467,2.38,0,0,663,1,0.8959,2.0,,1
White,4080.45,10819.81,1,0.6747,1.52,1,0,584,0,,,0.9441,1
White,1409.78,3159.83,1,0.7585,3.78,1,0,662,1,0.9679,0.0,0.8631,1
White,3564.73,8163.55,1,0.5322,2.86,0,0,619,1,0.9315,1.0,0.9048,1
Indigenous,2289.97,5479.96,1,0.4275,1.25,0,0,639,0,,,,1
White,1185.91,4359.53,0,0.663,1.17,0,0,663,0,,,0.9874,1
White,1679.52,4505.87,1,0.7815,2.29,1,0,679,1,0.9546,0.0,,1
Asian,2013.39,5139.36,1,0.8367,1.59,0,0,671,1,0.8927,2.0,0.886,1
White,1743.32,5593.5,1,0.6168,2.07,0,0,686,1,0.9589,0.0,0.9356,1
Asian,1094.42,3768.23,1,0.7503,2.59,0,0,605,1,0.8439,2.0,,0
Other,1436.69,4791.19,1,0.8471,3.28,0,0,715,1,0.9847,1.0,0.954,1
Indigenous,1474.7,3970.62,1,0.7723,1.43,0,0,668,0,,,,1
Black,953.87,3398.69,0,0.7491,0.93,0,0,669,0,,,,1
White,1289.27,3906.33,1,0.5126,3.81,0,0,626,1,0.9181,3.0,0.954,1
Black,1438.57,3476.99,1,0.5797,3.22,0,0,589,0,,,0.9965,1
White,1668.21,4488.89,1,0.6856,2.4,0,0,679,1,0.921,0.0,0.7962,1
White,2134.43,6049.8,1,0.5279,2.7,1,0,721,1,0.9694,0.0,,1
Asian,2479.47,5424.4,1,0.5083,1.73,0,0,629,0,,,,1
White,4015.74,10377.91,0,0.8879,2.65,0,1,662,1,0.9557,0.0,0.896,0
Black,967.08,2398.88,1,0.9691,4.23,1,0,670,1,0.9691,3.0,0.9262,1
Asian,1951.23,6128.36,1,0.7201,0.84,1,0,617,1,0.9149,0.0,,1
Other,1591.31,5211.7,1,0.6621,1.01,0,0,555,1,0.8956,5.0,0.9693,1
White,2784.02,6918.11,1,0.7697,2.86,1,0,703,1,0.9195,0.0,,1
White,2256.04,6682.03,1,0.6374,0.26,0,0,668,1,0.8987,1.0,0.9696,0
Asian,1299.41,4908.22,1,0.6967,4.39,1,0,660,0,,,,1
White,1644.45,5523.91,1,0.8218,4.96,1,0,649,0,,,0.9686,1
White,1040.35,4007.77,0,0.8096,0.94,0,0,613,1,0.9457,2.0,,1
Asian,2058.01,6445.92,0,0.4752,0.95,0,0,633,1,0.8776,1.0,,0
Other,1078.73,2694.07,1,0.4127,0.13,0,0,669,1,0.935,0.0,,0
Asian,2474.04,6824.7,1,0.8263,0.93,0,0,663,0,,,,1
White,2164.06,5157.99,1,0.591,1.81,0,0,654,1,0.8925,0.0,0.982,1
White,1138.53,4384.99,1,0.7711,0.41,1,0,675,1,0.9238,2.0,,1
Asian,1514.33,4793.55,1,0.7037,3.44,0,0,645,1,0.8996,0.0,0.9912,1
White,2063.87,4918.19,1,0.5873,3.28,0,0,730,1,0.9674,1.0,0.9052,1
White,3100.52,8188.37,1,0.7853,2.13,0,0,666,1,0.9382,2.0,0.9096,1
White,5000.0,16125.17,1,0.8893,1.2,0,0,705,1,0.982,0.0,0.9356,1
White,2420.42,7969.43,1,0.9693,1.08,0,0,643,1,0.7738,2.0,,1
White,1501.18,4266.5,1,0.8178,2.77,0,0,566,1,0.8135,0.0,0.9102,1
White,2822.64,6482.34,1,0.6316,3.93,1,0,677,1,0.9061,1.0,0.9389,1
Asian,1896.3,6581.9,0,0.9202,1.2,1,0,641,0,,,,1
White,1538.91,3761.63,1,0.8581,4.01,0,0,641,1,0.9425,3.0,0.8416,1
Asian,1148.25,3344.71,1,0.8278,2.44,0,0,657,0,,,,1
White,1203.07,5086.09,1,0.7471,4.08,0,0,661,1,0.9192,0.0,0.9647,1
Black,3000.29,6898.86,1,0.9373,1.43,1,0,690,0,,,,1
White,1305.46,2958.04,1,0.6502,0.66,0,0,757,1,0.9934,0.0,,1
White,1827.52,4040.4,1,0.6561,4.08,0,0,689,1,0.9455,0.0,,1
White,2380.44,6354.01,1,0.8302,1.12,0,0,720,1,0.9908,0.0,0.9628,1
White,1634.69,5276.49,0,0.8548,3.49,0,0,660,1,0.8982,0.0,,1
White,3161.76,8536.53,1,0.8064,0.26,0,0,593,1,0.8045,2.0,0.9623,1
Black,1593.92,3173.01,1,0.9064,1.88,0,0,692,1,0.9664,1.0,,1
Other,3783.62,11845.12,1,0.6545,2.45,0,0,607,0,,,,1
White,1122.86,3035.45,1,0.5513,2.11,0,0,621,0,,,,1
White,985.47,2556.02,1,0.8894,2.14,0,0,678,1,0.9268,0.0,0.9491,1
Asian,1608.74,5093.88,1,0.6497,1.7,0,0,650,1,0.8587,1.0,0.8838,1
Asian,1526.49,3495.92,1,0.5276,1.6,0,0,678,1,0.9731,1.0,0.9884,1
White,2051.27,5129.94,1,0.9593,2.3,0,0,683,0,,,0.9444,1
Indigenous,2254.51,5067.53,1,0.6706,3.86,0,0,720,1,0.9565,0.0,,1
White,1926.71,4855.62,1,0.8402,1.12,0,1,686,1,0.8053,0.0,0.9781,1
Asian,1471.51,3872.17,1,0.5795,2.85,1,0,674,1,0.9174,1.0,0.9248,1
White,2677.22,6050.18,1,0.9481,0.68,1,0,635,1,0.9269,0.0,0.966,1
White,1345.37,4653.37,1,0.9012,2.58,1,0,654,1,0.8655,0.0,,1
White,3123.33,7651.8,1,0.5396,1.29,0,0,622,0,,,,1
Indigenous,2192.7,4881.87,1,0.8936,0.98,1,0,666,1,0.8906,1.0,0.9764,1
White,1668.4,3710.0,1,0.6462,2.27,1,0,684,0,,,0.9052,1
Indigenous,1378.19,2880.49,0,0.6975,4.26,0,0,657,0,,,0.9317,1
Indigenous,2078.47,4896.01,1,0.7943,0.87,0,0,640,0,,,0.7962,0
Asian,1411.46,3334.88,0,0.7745,0.73,0,0,697,1,0.8958,0.0,0.9666,1
White,1217.7,3241.94,1,0.7125,1.87,1,0,648,1,0.9328,3.0,0.9055,1
White,2163.21,6254.3,1,0.9357,1.02,0,1,678,1,0.9949,1.0,0.9575,1
White,1164.67,2791.21,1,0.4547,1.91,0,0,688,1,0.8553,0.0,0.9009,1
Asian,2115.99,8524.35,1,0.8421,1.42,1,0,661,0,,,0.9255,1
Other,1531.67,5498.96,0,0.9249,0.74,1,0,670,1,0.9879,0.0,0.8821,1
White,1951.9,5120.82,1,0.9567,1.13,0,0,641,1,0.979,0.0,,1
Black,998.58,3620.06,1,0.8026,3.52,0,0,651,0,,,0.9126,1
White,2221.04,6795.01,0,0.709,1.54,0,0,633,0,,,,1
White,1810.12,5194.72,1,0.8933,1.81,1,0,662,1,0.9658,1.0,,1
White,1681.13,4089.92,1,0.7157,0.98,1,0,633,1,0.8907,2.0,0.939,1
Asian,2617.4,5576.7,1,0.8206,2.26,0,0,677,1,0.9337,0.0,,1
White,1395.18,2885.46,0,0.5981,2.93,1,0,694,1,0.9855,0.0,0.9578,1
White,1421.03,2933.79,1,0.9154,2.02,0,0,667,1,0.959,0.0,0.8046,1
Indigenous,1457.2,3513.43,1,0.713,1.49,0,0,616,0,,,,1
White,1812.52,5876.69,1,0.6149,3.28,0,0,626,1,0.9588,0.0,,1
White,1567.64,5194.07,0,0.8081,1.86,1,0,681,1,0.9766,1.0,,1
White,2441.48,7506.74,0,0.8439,3.8,0,0,698,1,0.896,0.0,0.908,1
White,1197.99,3768.44,0,0.82,2.68,0,0,650,0,,,0.9344,1
White,2062.07,6358.5,1,0.7566,1.46,0,0,613,1,0.8988,1.0,0.8268,1
White,1478.9,4996.83,1,0.855,0.54,1,0,617,1,0.8702,2.0,0.9037,1
Asian,1646.04,3738.16,0,0.4678,2.73,1,0,608,0,,,0.9769,1
White,2155.41,5950.74,1,0.8752,3.81,1,0,630,1,0.8912,1.0,,1
Asian,1242.56,5081.24,0,0.668,0.85,0,0,627,1,0.897,2.0,,1
White,1819.37,4172.3,0,0.7582,1.73,0,0,656,1,0.9269,0.0,0.955,1
White,2377.59,5277.0,1,0.5356,2.71,0,0,725,0,,,0.9851,1
White,2002.91,4969.52,1,0.8536,1.47,0,0,648,1,0.8732,0.0,,1
White,1941.8,4927.68,1,0.7273,1.88,0,0,613,1,0.9383,0.0,,1
White,2054.87,4500.78,1,0.6753,4.76,0,0,718,1,0.9456,0.0,,1
White,1292.97,3293.42,1,0.7516,2.23,0,0,670,1,0.9142,1.0,,1
Other,2271.1,5337.87,1,0.7914,1.02,0,0,698,1,0.8765,0.0,0.9479,1
Black,1236.37,3926.34,1,0.8005,1.86,0,0,642,0,,,0.9068,1
White,1356.09,3638.4,1,0.4592,1.88,0,0,691,0,,,,1
Asian,1618.58,4779.87,1,0.5899,0.86,1,0,650,0,,,,1
Asian,1663.82,6723.22,1,0.8908,5.93,1,0,688,1,0.9506,3.0,0.9482,1
Indigenous,1513.69,5549.03,1,0.9527,0.2,0,0,677,0,,,0.9633,1
White,1275.11,4317.86,1,0.9151,0.54,0,0,652,1,0.9098,1.0,0.8437,1
White,1258.47,4257.52,1,0.6553,0.84,0,0,669,1,0.8495,0.0,0.9868,1
White,1830.0,6496.04,0,0.8577,0.55,0,1,660,1,0.8344,4.0,0.9698,0
White,785.89,2247.46,1,0.7315,0.38,0,0,664,1,0.9135,3.0,0.9027,0
White,3143.76,6873.93,0,0.9112,4.77,1,0,728,1,0.9855,0.0,,1
Black,1079.78,2698.65,1,0.6626,2.82,0,0,761,1,0.915,0.0,0.9741,0
Other,1167.01,3168.52,1,0.6138,3.37,0,0,667,1,0.9954,1.0,,1
White,1245.03,4343.44,1,0.7994,1.4,0,0,634,0,,,0.9345,1
White,4848.13,11113.96,1,0.8442,3.92,0,1,627,1,0.937,0.0,0.8108,1
White,2657.76,9353.54,1,0.9581,2.73,1,0,637,1,0.9474,1.0,,1
White,1994.65,6658.73,0,0.8713,1.36,0,0,621,1,0.8234,1.0,,1
Asian,2204.92,5891.13,1,0.7129,2.54,0,0,691,1,0.9693,1.0,,1
White,1216.17,2709.76,0,0.6982,0.6,1,0,670,1,0.9701,1.0,,1
Black,2342.89,5493.27,1,0.8647,2.28,0,0,646,1,0.9104,1.0,0.9265,1
Other,1817.72,4290.62,1,0.8344,1.63,0,0,638,0,,,0.8839,0
Asian,1509.35,3907.21,1,0.7895,4.73,1,0,625,0,,,0.8865,1
Asian,1824.75,5489.51,1,0.6968,3.54,1,0,671,1,0.9829,1.0,0.9308,1
White,1691.25,4409.54,1,0.6714,0.59,1,0,616,1,0.8764,0.0,0.9468,1
White,2190.36,7049.2,1,0.8179,0.92,0,0,725,1,0.9637,1.0,0.9957,1
White,973.75,2640.78,0,0.8256,6.1,0,0,673,1,0.9821,1.0,,1
Asian,2552.85,5338.33,1,0.8886,1.4,0,0,641,1,0.9369,2.0,0.9232,1
White,1775.2,3822.77,1,0.7002,0.58,0,0,660,1,0.9243,1.0,,1
Indigenous,1533.94,4505.44,1,0.7735,2.92,1,0,614,0,,,0.8021,1
White,1794.85,5785.06,1,0.8973,4.3,0,0,728,1,0.9696,0.0,,1
White,943.25,3516.97,1,0.9872,1.58,0,0,644,1,0.9922,0.0,0.7314,1
White,1857.43,5507.66,1,0.7425,2.48,0,0,694,1,0.9788,0.0,0.9841,1
Other,1398.35,4827.56,1,0.8632,1.75,0,0,701,0,,,0.942,1
White,1776.3,4126.6,0,0.6273,2.94,0,0,618,0,,,0.8372,1
White,1341.9,4410.37,0,0.7348,1.01,0,1,613,1,0.9639,0.0,0.8652,0
White,1253.37,4926.19,1,0.7855,2.17,1,0,640,0,,,0.9402,1
Asian,1259.93,3974.57,1,0.6122,3.48,1,0,638,0,,,,1
Other,2117.6,5212.93,1,0.6302,1.36,0,0,647,1,0.8487,1.0,,1
White,1512.99,4717.58,1,0.8495,3.31,0,0,658,1,0.933,0.0,,1
Other,1422.6,4198.43,1,0.5532,2.85,1,0,686,1,0.9637,1.0,,1
White,3718.46,9071.19,0,0.6651,0.73,0,0,714,1,0.9538,0.0,0.9482,1
Asian,2509.58,6013.41,0,0.8328,1.04,0,0,653,1,0.9477,1.0,,1
White,1487.8,4548.1,1,0.7806,3.08,0,0,668,1,0.8883,1.0,0.9615,1
White,2249.75,5472.36,1,0.8985,1.03,0,0,665,1,0.9764,0.0,,1
Asian,1028.2,3630.14,1,0.5497,0.21,0,0,722,1,0.8766,2.0,0.8277,1
White,1748.6,4462.85,1,0.7487,2.05,0,0,692,1,0.8638,1.0,0.9435,1
White,1755.41,4648.9,1,0.8709,1.95,0,0,712,0,,,0.8996,1
Indigenous,1673.53,3361.14,0,0.5898,2.98,0,0,676,0,,,0.9555,1
Other,2580.24,5955.01,0,0.8011,4.09,0,0,600,0,,,,1
White,1625.0,4356.61,1,0.502,1.95,1,0,667,1,0.9887,0.0,0.8686,1
Asian,2042.0,4591.68,0,0.5257,2.33,0,0,689,1,0.8627,0.0,0.9045,1
Indigenous,1357.42,4261.44,1,0.6674,0.55,0,0,651,1,0.8946,1.0,0.9247,1
White,5000.0,14648.54,1,0.9679,1.42,0,0,696,1,0.9426,1.0,0.8965,1
Black,1317.39,4123.67,0,0.7352,7.12,0,0,638,0,,,0.9133,1
White,650.0,2520.91,1,0.6354,2.67,1,1,664,1,0.8183,2.0,0.9585,1
Indigenous,1014.25,2970.36,1,0.8572,4.2,0,0,714,0,,,,0
White,2506.61,6782.97,1,0.5869,1.42,0,0,625,1,0.9388,1.0,0.9707,1
White,3339.12,8301.34,1,0.5596,1.26,0,0,628,1,0.9526,0.0,0.9749,1
White,1517.55,4096.08,1,0.7578,1.23,0,0,615,1,0.8158,3.0,,0
White,3185.31,8135.94,1,0.5788,3.41,1,0,675,1,0.963,1.0,0.9517,1
Black,3188.15,6741.05,1,0.5618,1.62,0,0,626,0,,,0.8686,1
Other,2146.28,4866.33,1,0.7371,0.54,0,0,658,0,,,,0
White,1858.79,4746.95,1,0.6907,1.72,1,0,669,1,0.9329,0.0,,1
White,1739.74,5539.83,1,0.9587,1.28,0,0,641,1,0.9281,1.0,,1
White,2812.52,7069.35,0,0.8864,3.55,1,0,691,1,0.9356,0.0,0.9414,1
White,2490.7,5975.76,1,0.8099,5.87,0,0,681,1,0.9021,2.0,,0
White,2010.07,4103.24,1,0.6287,0.55,0,0,660,1,0.8525,1.0,0.8893,1
Black,1225.2,4892.42,0,0.6194,2.73,1,0,712,0,,,0.8728,1
Indigenous,3280.85,10403.07,0,0.7504,3.88,1,0,671,1,0.9419,0.0,0.7963,1
White,1856.52,5677.91,1,0.9553,3.08,0,0,659,1,0.9786,0.0,0.7223,1
White,2008.39,7049.26,1,0.4353,1.27,0,0,687,1,0.9205,0.0,,1
Asian,2931.84,6281.56,1,0.5327,1.5,0,0,602,1,0.8558,0.0,0.9615,1
White,1556.08,5722.09,1,0.8204,1.91,0,0,734,1,0.9077,1.0,0.9748,1
White,1896.75,5401.64,1,0.3505,1.11,1,0,694,1,0.8208,2.0,0.8497,1
White,2808.79,7118.84,1,0.6066,2.18,0,0,691,0,,,0.9636,1
White,2097.46,6687.12,1,0.7199,4.38,0,1,580,1,0.8423,0.0,0.8987,1
White,1818.24,5703.17,1,0.4806,2.7,1,0,643,1,0.8722,1.0,,1
Indigenous,1423.97,4078.96,1,0.6407,0.43,0,0,679,1,0.9306,0.0,,1
White,2211.23,5951.27,1,0.9529,1.75,0,0,697,1,0.994,0.0,0.9201,1
Asian,2371.27,5079.46,0,0.7615,5.49,0,0,669,0,,,0.9359,1
White,1921.45,4668.18,1,0.4878,1.01,1,0,717,1,0.9307,0.0,0.8908,1
Black,5000.0,13279.62,1,0.9398,3.08,0,0,702,0,,,,1
White,884.06,3034.33,1,0.8925,0.73,0,0,671,0,,,0.9261,1
White,2884.7,7272.78,1,0.5931,2.68,0,0,669,1,0.9043,0.0,0.9715,1
White,1520.94,3844.81,1,0.4716,1.5,0,0,686,1,0.9641,0.0,0.8938,1
White,2259.94,5444.34,1,0.732,4.74,0,0,694,1,0.9218,1.0,0.9909,1
White,4514.31,12777.22,1,0.7787,4.72,1,0,639,1,0.9791,1.0,0.9634,1
Indigenous,1054.89,3712.96,1,0.6439,0.57,0,0,678,1,0.946,0.0,,1
White,1339.21,4036.2,1,0.7884,1.71,0,0,747,1,0.9765,0.0,0.9723,1
White,2053.98,5168.22,1,0.6836,1.39,1,0,668,0,,,,1
White,1449.67,3865.66,1,0.8038,3.02,0,0,730,1,0.9858,0.0,0.7597,1
Indigenous,2062.78,7085.7,1,0.7301,7.38,1,0,683,1,0.8953,0.0,,1
Black,1646.85,4312.74,1,0.8449,1.64,1,0,703,1,0.9206,1.0,0.9424,1
Asian,2796.07,6537.55,0,0.7343,4.41,1,0,698,1,0.9302,0.0,,1
Asian,1290.78,3265.6,1,0.6697,1.56,0,0,711,0,,,0.9233,1
Asian,897.18,2762.86,1,0.8204,2.1,0,0,655,1,0.9291,1.0,0.8952,1
Asian,2153.53,4799.51,1,0.923,1.66,0,0,612,1,0.9198,4.0,,1
White,1224.57,3003.21,1,0.9626,3.04,0,0,584,0,,,0.9166,1
Asian,3826.91,8846.77,0,0.7314,4.94,1,0,644,0,,,0.9121,1
Indigenous,1218.92,3044.17,1,0.7717,3.46,0,0,726,1,0.9938,0.0,0.8672,1
White,1380.21,3616.36,0,0.9745,1.47,0,0,689,0,,,0.9682,1
Asian,1760.79,6010.01,1,0.7909,0.72,0,0,668,1,0.8695,0.0,,1
White,1568.39,4235.2,1,0.7953,1.11,0,0,693,0,,,0.9476,1
White,965.44,3056.35,1,0.5259,4.17,0,0,679,1,0.8756,0.0,0.9052,1
White,4668.77,10619.01,0,0.5864,2.15,1,1,643,1,0.9901,1.0,0.929,1
Asian,1678.82,3662.28,1,0.4347,2.3,0,0,677,0,,,0.9539,1
Black,1930.39,4854.8,1,0.9021,3.33,0,1,650,1,0.9337,1.0,,1
White,1912.76,4832.87,0,0.5638,1.94,1,0,630,0,,,,1
White,2011.4,6667.65,1,0.4815,3.62,0,0,716,1,0.932,1.0,,1
White,2293.87,6113.39,1,0.845,1.68,1,0,727,1,0.9789,1.0,,1
White,1542.25,3893.38,1,0.7,1.42,1,0,666,1,0.8443,1.0,0.9357,1
Other,1244.32,4639.56,0,0.6343,0.8,0,0,619,0,,,,1
White,1078.22,4802.98,1,0.7636,0.26,0,0,648,1,0.9549,0.0,0.855,1
White,3217.46,6758.46,1,0.7045,2.18,1,0,704,1,0.9626,0.0,0.9718,1
White,1189.61,3454.74,0,0.6194,3.19,0,1,697,1,0.9647,0.0,0.9734,1
Other,3495.33,10538.1,1,0.563,3.18,1,0,652,1,0.9476,2.0,,1
White,1154.51,3986.62,1,0.8188,4.28,0,0,684,1,0.9556,2.0,0.7797,1
Asian,2133.49,5184.1,1,0.8159,1.84,1,0,689,1,0.9475,0.0,0.9749,1
White,1197.81,3464.83,1,0.9192,4.24,1,0,659,1,0.9178,0.0,0.9502,1
White,1376.08,3301.26,1,0.717,2.01,0,0,653,1,0.9742,0.0,0.911,0
Asian,1381.3,3829.02,1,0.778,0.79,0,0,631,1,0.8489,3.0,,1
White,1028.02,3702.38,1,0.848,2.64,0,0,658,1,0.9782,2.0,0.9886,1
Asian,1465.93,4498.16,1,0.9253,0.83,0,0,652,1,0.901,1.0,0.9748,1
White,1068.03,3691.46,1,0.7776,1.84,0,0,642,0,,,0.9442,1
Asian,2735.01,6633.3,1,0.8261,3.79,0,0,645,0,,,,1
Indigenous,1035.5,3953.55,1,0.7134,0.16,1,0,626,0,,,0.9245,1
Asian,1260.06,3803.13,1,0.5611,2.08,0,0,684,1,0.9391,2.0,,1
White,1475.76,4531.8,0,0.7386,1.13,1,0,678,1,0.9717,0.0,0.9336,1
Asian,2307.13,7360.68,0,0.8585,3.81,0,0,692,1,0.932,0.0,,1
Other,2074.35,5606.16,0,0.6166,5.23,1,0,615,0,,,0.8924,0
White,1570.54,5021.69,0,0.4361,1.58,0,0,661,1,0.9672,1.0,0.9257,1
White,1582.39,3149.03,0,0.6211,2.93,0,0,664,0,,,0.9352,1
Indigenous,1005.16,3485.85,1,0.8891,0.58,1,0,598,0,,,0.9066,1
White,1295.0,3324.15,1,0.8036,2.37,0,0,724,1,0.9262,0.0,0.926,1
Asian,3440.7,8215.78,1,0.4476,0.9,0,0,665,0,,,0.9578,1
Indigenous,1967.61,6261.1,1,0.8508,0.99,0,0,646,0,,,0.8987,1
White,1513.74,3846.22,1,0.9109,1.75,0,0,705,1,0.9609,0.0,0.8402,1
Asian,1921.44,4267.93,1,0.4702,1.0,0,0,603,0,,,0.925,1
Asian,1670.93,3895.44,1,0.8613,2.44,0,0,658,0,,,0.9236,1
White,1663.72,3813.73,1,0.6724,1.94,1,0,605,1,0.9509,2.0,,1
Black,2278.74,6109.01,1,0.4792,1.2,0,0,677,0,,,,1
White,1618.87,4702.16,1,0.8773,1.13,1,0,629,1,0.9357,2.0,0.9786,1
White,4949.77,10773.26,0,0.9066,2.72,0,0,673,0,,,0.8792,1
Black,2527.33,8054.93,1,0.8543,3.16,0,0,611,0,,,0.922,1
White,2969.97,8223.34,1,0.9199,2.08,0,0,669,1,0.9647,2.0,,1
Indigenous,2849.02,6577.36,1,0.8264,3.0,0,0,675,1,0.8954,0.0,0.9448,1
White,1911.38,4484.95,1,0.9284,0.82,0,0,674,1,0.8965,0.0,0.8605,1
White,2590.64,6410.17,0,0.5939,0.92,1,0,663,1,0.8965,3.0,,1
White,1396.98,4602.35,1,0.5557,1.23,0,0,645,1,0.9384,0.0,,1
Asian,3614.7,9200.48,0,0.8505,0.76,0,0,618,1,0.9426,0.0,0.9807,1
Indigenous,2015.72,5990.39,1,0.4514,0.18,0,0,642,1,0.962,2.0,0.8898,1
Black,2507.97,5700.11,0,0.6385,1.62,0,0,698,1,0.8419,0.0,,1
Other,2148.01,5436.49,1,0.9492,1.07,0,0,657,1,0.8875,0.0,0.9859,1
Asian,2887.93,9561.57,1,0.9514,1.42,1,0,637,1,0.9251,2.0,,1
Indigenous,1633.81,3148.25,1,0.7034,0.99,1,0,709,1,0.8192,1.0,,1
White,3606.68,9895.29,1,0.8908,1.37,0,0,630,1,0.9603,2.0,,1
Other,1825.24,4872.0,0,0.6803,1.93,1,0,699,1,0.9163,1.0,,1
Asian,1790.77,3178.81,1,0.7191,2.9,0,0,609,0,,,,1
Black,1577.99,3996.37,1,0.5668,4.05,0,0,608,0,,,0.9569,1
White,1171.96,2917.93,1,0.8038,1.56,0,0,675,0,,,0.9569,1
White,1609.12,6536.74,1,0.8182,1.06,1,0,663,1,0.8864,3.0,,1
Asian,883.14,3615.59,0,0.937,0.43,0,0,616,0,,,0.886,1
White,1428.99,5516.22,1,0.6966,6.41,1,0,616,1,0.9678,0.0,0.959,1
White,2531.04,7734.06,1,0.7862,3.12,0,0,674,1,0.9725,1.0,0.889,1
Other,1391.34,4110.12,1,0.6107,2.14,0,0,639,0,,,0.9827,1
White,1562.67,4734.25,1,0.8043,0.62,0,0,741,1,0.8993,0.0,0.946,1
White,1390.64,3295.24,0,0.9005,0.22,0,0,646,1,0.9713,0.0,,1
White,1243.34,4539.12,1,0.8319,0.41,0,0,668,1,0.9591,1.0,0.976,1
White,4941.88,12801.56,1,0.6402,1.27,0,0,682,1,0.9566,0.0,,1
Asian,3139.4,6827.34,0,0.6031,1.1,0,0,642,0,,,0.9701,1
Other,1360.28,4739.84,1,0.5029,1.03,0,0,662,1,0.9463,0.0,,1
